BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part#,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,Comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,true,true,false,false,false,0,10022710,"RESISTOR, 0.015 OHM, 1W,+/-1%,2010",C        ECO-R252636,1,Each,Production,,R45,,,,,,Part,CBRM,,1,,,true,false,WELWYN,LRF2010-R015FW,,LOW VALUE FLAT CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/LRF2010-R015FW?utm_term=LRF2010-R015FW&qs=pHTW2tU%2Fyq575UCNWaUtYg==&utm_campaign=LRF2010-R015FW&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,LRC-LRF2010LF-01-R015-F,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,I.R.C. == Welwyn,,,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/LRC-LRF2010LF-01-R015-F?utm_term=LRC-LRF2010LF-01-R015-F&qs=nuVK6OgwA4kU37pNn2ROoA==&utm_campaign=LRC-LRF2010LF-01-R015-F&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,PE2010FKF7W0R015L,,,Active,Preferred,,ROHS EXEMPTION : 7 (C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/pe2010fkf7w0r015l/yageo,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_7.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,WSLT2010R0150FEB18,,RES 0.015 OHM 1% 1W 2010,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/wslt2010r0150feb18/vishay,http://www.vishay.com/docs/30138/wslt2010.pdf
1,true,true,false,false,false,0,10022711,"RESISTOR,39K OHM,0.063W,+/-1%,0603",C        ECO-R184875,2,Each,Production,,"R48,R61",,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,CR0603-FX-3902ELF ,,RES SMD 39K OHM 1% 1/10W 0603,Active,Preferred,,,,,,,,https://www.arrow.com/en/products/cr0603-fx-3902elf/bourns,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0739KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 39000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0739kl/res-thick-film-39k-1-0-1w-0603/dp/66R2348?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,RC1608F393CS,,,Active,Alternate,,,,,,,,https://www.arrow.com/en/products/rc1608f393cs/samsung-electro-mechanics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022712,"RESISTOR,33K OHM,0.063W,+/-1%,0603",B        ECO-R252636,2,Each,Production,,"R52,R109",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,CRCW060333K0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw060333k0fkea/res-thick-film-33k-1-0-1w-0603/dp/42K3860?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0733KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 33000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0733kl/res-thick-film-33k-1-0-1w-0603/dp/66R2312?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0733KL,232270463303L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 33000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0733kl/res-thick-film-33k-1-0-1w-0603/dp/66R2312?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022713,"RESISTOR,40.2K OHM,0.063W,+/-0.1%,0603",B        ECO-R252636,2,Each,Production,,"R55,R120",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RT0603BRD0740K2L,239060444023L,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 40200 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brd0740k2l/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB4022V,,RES SMD 40.2KOHM 0.1% 1/10W 0603,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era3aeb4022v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD0740K2L,,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 40200 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brd0740k2l/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,PCF0603R-40K2BT1,,PRECISION SURFACE MOUNT RESISTOR,Active,Preferred,,1000 T&R,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/tt-electronics-welwyn/pcf0603r-40k2bt1/surface-mount-metal-film-resistor/dp/50M4549?ost=1353170&CMP=GRHB-SF-FC&ddkey=https%3Aen-CA%2FElement14_Canada%2Fw%2Fsearch,
1,true,true,false,false,false,0,10022714,"RESISTOR,5.6K OHM,0.063W,+/-1%,0603",B        ECO-R252636,1,Each,Production,,R59,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-075K6L,232270465602L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 5600 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-075k6l/res-5k6-1-0-1w-0603-thick-film/dp/12AC2145?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-075K6L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 5600 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-075k6l/res-5k6-1-0-1w-0603-thick-film/dp/12AC2145?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW06035K60FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw06035k60fkea/res-thick-film-5k6-1-0-1w-0603/dp/42K3942?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022716,"RESISTOR,0.015 OHM, 0.5W,+/-1%,1206",B        ECO-R252636,1,Each,Production,,R62,,,,,,Part,CBRM,,1,,,true,false,WELWYN,LRC-LRF1206LF-01-R015-F,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,I.R.C. == Welwyn,,,https://www.mouser.ca/ProductDetail/IRC-TT-Electronics/LRC-LRF1206LF-01-R015-F?utm_term=LRC-LRF1206LF-01-R015-F&qs=nuVK6OgwA4kWS72mlkfpcw==&utm_campaign=LRC-LRF1206LF-01-R015-F&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,LRF1206-R015FW,,LOW VALUE FLAT CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.ttiinc.com/content/ttiinc/en/apps/part-detail.html?mfgShortname=WEL&partsNumber=LRF1206-R015FW&utm=704,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERJ8BWFR015V,, RES 0.015 OHM 1% 1W 1206 ,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/erj8bwfr015v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf
1,true,true,false,false,false,0,10022717,"RESISTOR,47K OHM,0.063W,+/-0.1%,0603",B        ECO-R179298,1,Each,Production,,R63,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RT0603BRE0747KL,,RES SMD 47K OHM 0.1% 1/10W 0603,Active,Preferred,,,,,,,,https://www.digikey.com/product-detail/en/yageo/RT0603BRE0747KL/YAG4736CT-ND/6616892,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,MCT06030D4702BP500,,,Active,Alternate,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Vishay-Beyschlag/MCT06030D4702BP500?utm_term=MCT06030D4702BP500&qs=wTZ%2FFzl837Zuj6yUxDTMdw==&utm_campaign=MCT06030D4702BP500&utm_medium=aggregator&utm_source=findchips&utm_content=Vishay,
1,true,true,false,false,false,0,10022718,"RESISTOR,1.62K OHM,0.063W,+/0.1%,0603",A        ECO-R167835,1,Each,Production,,R67,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RT0603BRE071K62L,, RES SMD 1.62KOHM 0.1% 1/10W 0603 ,Active,Preferred,,,,,,,,https://www.digikey.com/product-detail/en/yageo/RT0603BRE071K62L/YAG4658DKR-ND/6617810,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,PANASONIC_RMS1,ERA-3AEB473V ,,RES SMD 47K OHM 0.1% 1/10W 0603,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb473v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,PCF0603R-1K62BT1,,PRECISION SURFACE MOUNT RESISTOR,Active,Preferred,,1000 T&R,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/IRC-TT-Electronics/PCF0603R-1K62BT1?utm_term=PCF0603R-1K62BT1&qs=orEPegL0vw8y5Zm8HpPUAQ==&utm_campaign=PCF0603R-1K62BT1&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TYCO ELECTRONICS,RN73C1J1K62BTG,,PRECISION CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/yageo/rt0603brd073k24l-3074457345639807235?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB1621V ,, RES SMD 1.62KOHM 0.1% 1/10W 0603 ,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb1621v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
1,true,true,false,false,false,0,10022719,"RESISTOR,PRECISION, 3.24K OHM, 0.063W,+/-0.1%,0603",B        ECO-R179347,1,Each,Production,,R73,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RT0603BRD073K24L,,RES SMD 3.24KOHM 0.1% 1/10W 0603 ,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/yageo/rt0603brd073k24l-3074457345639807235?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB3241V ,,RES SMD 3.24KOHM 0.1% 1/10W 0603 ,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb3241v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SUSUMU CO,RG1608P-3241-B-T1,,,Active,Alternate,,,,,,,,https://www.digikey.ca/product-detail/en/susumu/RG1608P-3241-B-T1/RG1608P-3241-B-T1-ND/1260130?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SUSUMU CO,RG1608P-3241-B-T5,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rg1608p-3241-b-t5/susumu?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022720,"RESISTOR,1.24K OHM,0.063W.+/-1%,0603",C        ECO-R252636,2,Each,Production,,"R74,R76",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-071K24L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1240 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/rc0603fr-071k24l/334482809?utm_term=rc0603fr-071k24l&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071K24L,232270461242L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1240 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/rc0603fr-071k24l/334482809?utm_term=rc0603fr-071k24l&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-1241ELF,,RES SMD 1.24K OHM 1% 1/10W 0603,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr0603-fx-1241elf/bourns,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf
1,true,true,false,false,false,0,10022721,"RESISTOR,0.015 OHM,2W,+/-1%,2512",B        ECO-R252636,1,Each,Production,,R75,,,,,,Part,CBRM,,1,,,true,false,WELWYN,LRF2512-R015FW,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/tt-electronics-welwyn/lrf2512-r015fw/surface-mount-chip-resistor-thick/dp/97K3837?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,PE2512FKE7W0R015L,,RES 0.015 OHM 1% 2W 2512,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/pe2512fke7w0r015l/yageo,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_7.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,WSL2512R0150FEA18,,RES 0.015 OHM 1% 2W 2512,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/fr/p/1010532?utm_source=octopart.com&utm_medium=cpcbuynow&utm_content=instock&utm_campaign=Octopart_Ext_Referals,http://www.vishay.com/docs/31057/wslhigh.pdf
1,true,true,false,false,false,0,10022722,"RESISTOR,1.5M OHM,0.063W,+/-1%,0603",B        ECO-R252636,2,Each,Production,,"R79,R108",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-071M5L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071m5l/surface-mount-chip-resistor-thick/dp/48Y4535?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW06031M50FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw06031m50fkea/res-thick-film-1m5-1-0-1w-0603/dp/52K8057?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071M5L,232270461505L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071m5l/surface-mount-chip-resistor-thick/dp/48Y4535?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022723,"RESISTOR,0.05 OHM,1W,+/-1%,2010",C        ECO-R252636,1,Each,Production,,R80,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,WSLT2010R0500FEB18,,RES 0.05 OHM 1% 1W 2010,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/wslt2010r0500feb18/vishay,http://www.vishay.com/docs/30138/wslt2010.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,LRC-LR2010LF-01-R050-F,,,Active,Alternate,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/LRC-LR2010LF-01-R050-F?utm_term=LRC-LR2010LF-01-R050-F&qs=nuVK6OgwA4k3aJQ72opHbA==&utm_campaign=LRC-LR2010LF-01-R050-F&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,WELWYN,LR2010-R05FW,,LOW VALUE FLAT CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/tt-electronics-welwyn/lr2010-r05fw/res-0r05-1-1w-2010-thick-film/dp/1100050?CMP=GRHB-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RL2010FK-070R05L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.75 W, 1 %, 1000 PPM, 0.05 OHM, SURFACE MOUNT, 20",Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Yageo/RL2010FK-070R05L?utm_term=RL2010FK-070R05L&qs=GMd7ukQor4MfDBc03E%2F08A==&utm_campaign=RL2010FK-070R05L&utm_medium=aggregator&utm_source=findchips&utm_content=Yageo,
1,true,true,false,false,false,0,10022724,"RESISTOR,13.7K OHM,0.063W,+/-0.1%,0603",A        ECO-R167835,1,Each,Production,,R81,,,,,,Part,CBRM,,1,,,true,false,TYCO ELECTRONICS,CPF0603B13K7E,,THIN FILM PRECISION CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/TE-Connectivity-Neohm/CPF0603B13K7E?utm_term=CPF0603B13K7E&qs=5Dj%252bCDyFp7jYNKcbeMyTyQ==&utm_campaign=CPF0603B13K7E&utm_medium=aggregator&utm_source=findchips&utm_content=TE-Connectivity,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TYCO ELECTRONICS,2-1879220-0,,FIXED RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/neohm-te-connectivity/2-1879220-0/cpf-0603-13k7-0-1-25ppm-5k-rl/dp/3205665?CMP=GRHB-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,TNPW060313K7BEEA,,HIGH STABILITY THIN FILM FLAT CHIP RESISTOR,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/Vishay-Dale/TNPW060313K7BEEA?utm_term=TNPW060313K7BEEA&qs=UyvxJcuXVAadd24k%252br7R5g==&utm_campaign=TNPW060313K7BEEA&utm_medium=aggregator&utm_source=findchips&utm_content=Vishay,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB1372V,,RES SMD 13.7KOHM 0.1% 1/10W 0603,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/era-3aeb1372v/panasonic,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf
1,true,true,false,false,false,0,10022726,"RESISTOR,2.87K OHM,0.063W,+/-0.1%,0603",B        ECO-R252636,1,Each,Production,,R85,,,,,,Part,CBRM,,1,,,true,false,WELWYN,PCF0603R-2K87BI,,PRECISION SURFACE MOUNT RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/IRC-TT-Electronics/PCF0603R-2K87BI?utm_term=PCF0603R-2K87BI&qs=sQl1Qs3BAuWjIqQ6Z7%252b9CQ==&utm_campaign=PCF0603R-2K87BI&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD072K87L,239060442872L,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 2870 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP; ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brd072k87l/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD072K87L,,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 2870 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rt0603brd072k87l/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022727,"RESISTOR,86.6K OHM,0.063W,+/-1%,0603",A        ECO-R252636,1,Each,Production,,R87,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0786K6L,,RES SMD 86.6K OHM 1% 1/10W 0603 ,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/rc0603fr-0786k6l/yageo,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANASONIC_RMS1,ERJ-3EKF8662V,,RES SMD 86.6K OHM 1% 1/10W 0603 ,,,,,,,,,,https://www.avnet.com/shop/us/products/panasonic/erj3ekf8662v-3074457345626704084?CMP=EMA_Octopart_inventoryfeed_VSE,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf
1,true,true,false,false,false,0,10022728,"RESISTOR,390 OHM,2W,+.-5%,SM2",B        ECO-R252636,2,Each,Production,,"R88,R126",,,,,,Part,CBRM,,1,,,true,false,TYCO ELECTRONICS,SMF2390RJT,,SMD MOULDED POWER RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.te.com/usa-en/product-1879011-7.html?elqCampaignId=87913&te_bu=Cor&te_type=srch&te_campaign=sfm_glo_cor-sfm-global-srch-prtnr-findchips-organic_sma-298_1,
1,true,true,false,false,false,0,10022729,"RESISTOR,1.37K OHM,0.063W,+/-0.1%,0603",B        ECO-R179347,1,Each,Production,,R90,,,,,,Part,CBRM,,1,,,true,false,TYCO ELECTRONICS,3-1879219-4,,THIN FILM PRECISION CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/neohm-te-connectivity/3-1879219-4/cpf-0603-1k37-0-1-25ppm-5k-rl/dp/3203322?CMP=GRHB-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TYCO ELECTRONICS,CPF0603B1K37E,,THIN FILM PRECISION CHIP RESISTOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cpf0603b1k37e/te-connectivity?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,TNPW06031K37BEEA,,PRECISION CHIP RESISTOR,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/tnpw06031k37beea/vishay?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
