"10022547","Blower_Driver_Components:Resistor_0R047","Resistor:R2512_47m_5%","AllModules:R2512_1","","RESISTOR, 0.047 OHM, 1W, +/-5%,2512","Resistor_0R047","R1","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RL2512JK-070R047L","https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf"
"10022549","Blower_Driver_Components:Resistor_100k","Resistor:R0603_100k_1%","AllModules:R0603_1","","RESISTOR,100KOHM,0.063W,+/-1%,0603","Resistor_100k","R3,R4,R7","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-07100KL","https://www.susumu.co.jp/common/pdf/n_catalog_partition05_en.pdf"
"10022550","Blower_Driver_Components:Resistor_680R","Resistor:R0603_680R_1%","AllModules:R0603_1","","RESISTOR,680OHM, 0.063W, +/-1%,0603","Resistor_680R","R6,R9,R10","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-07680RL","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=DS&DocLang=English"
"10022555","Blower_Driver_Components:Resistor_0R100","Resistor:R2512_100m_5%","AllModules:R2512_1","","RESISTOR,0.1 OHM,1W,+/-5%,2512","Resistor_0R100","R40","../../10096315 Blower Driver//ctrb0505-A.sch","BOURNS_RMS1","CRL2512-JW-R100ELF ","https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf"
"10022558","Blower_Driver_Components:MOSFET_NMOS_30V","Transistor:MOSFET_NMOS_30V","AllModules:SOT23-GSD_1","","TRANSISTOR MOSFET, 30V, 0.93A, 0.25 OHM, N CHANNEL","MOSFET_NMOS_30V","T1,T8,T10","../../10096315 Blower Driver//ctrb0505-A.sch","INTERNATIONAL RECTIFIER_RMS1","IRLML2803PBF","https://www.infineon.com/dgdl/irlml2803pbf.pdf?fileId=5546d462533600a4015356682aff260f"
"10022559","Blower_Driver_Components:MOSFET_NMOS_55V","Transistor:MOSFET_NMOS_55V_10022559","AllModules:DPAK-GDS_1","","TRANSISTOR MOSFET, 60V, 16.7A,  N CHANNEL","MOSFET_NMOS_55V","T2,T3,T4,T5,T6,T7","../../10096315 Blower Driver//ctrb0505-A.sch","INTERNATIONAL RECTIFIER_RMS1","IRFR024NTRPBF","https://www.infineon.com/dgdl/irfr024npbf.pdf?fileId=5546d462533600a40153562cf721203c"
"10022561","Blower_Driver_Components:Capacitor_22uF_CheckFootprint","Capacitor:C_22uF_10%","AllModules:C7343_1","","CAPACITOR TANTALUM,22UF,+/-10%,35V","Capacitor_22uF_CheckFootprint","C4","../../10096315 Blower Driver//ctrb0505-A.sch","AVX_RMS1","TAJD226K035R","https://content.kemet.com/datasheets/KEM_T2005_T491.pdf"
"10022562","Blower_Driver_Components:DiodeZener_200V","Diode:DiodeZener_200V","AllModules:SMA_1","","DIODE SCHOTTKY, 1A, 200V,SMA","Diode_200V","D8,D9,D10","../../10096315 Blower Driver//ctrb0505-A.sch","VISHAY_RMS1","ES1D-E3/5AT","https://www.onsemi.com/pub/Collateral/ES1D-D.PDF"
"10022924","Blower_Driver_Components:TestPoint","Jumper:TestPoint","AllModules:C12000_1","","TEST POINT","TestPoint","PT1","../../10096315 Blower Driver//ctrb0505-A.sch","NICOMATIC_RMS1","C12000B","~"
"10052305","Blower_Driver_Components:10pinConnector","Connector:10pinConnector","AllModules:BP2X5D_1","","PCB CONNECTOR HE10, 10 PINS","10pinConnector","J2","../../10096315 Blower Driver//ctrb0505-A.sch","3M_RMS1","7810-0000PR","http://multimedia.3m.com/mws/media/375264O/3mtm-100-in-pcb-100x-100-two-row-78xx-series-ts2104.pdf"
"10095969","Blower_Driver_Components:Capacitor_470uF_CheckFootprint","Capacitor:C_470uF_20%_10095969","AllModules:C-SC10_1","","CAPACITOR,470UF, +/-20%,25V","Capacitor_470uF_CheckFootprint","ZC27","../../10096315 Blower Driver//ctrb0505-A.sch","PANASONIC_RMS1","EEEFK1E471P","http://nichicon-us.com/english/products/pdfs/e-ucd.pdf"
"10095970","Blower_Driver_Components:NE555D","IC:NE555D","AllModules:MX.A8_COMPOSANT_1","","IC TIMER","NE555D","IC2","../../10096315 Blower Driver//ctrb0505-A.sch","TEXAS INSTRUMENTS_RMS1","SE555DRG4","http://www.ti.com/lit/ds/symlink/ne555.pdf"
"10095971","Blower_Driver_Components:Inductor_22uH","Inductor:Inductor_22uH","AllModules:ELC09DxxxxF_NoCopper_1","","INDUCTOR 22UH,1.8-2A","Inductor_22uH","L1","../../10096315 Blower Driver//ctrb0505-A.sch","WURTH ELEKTRONIK GMBH","744772220","https://www.we-online.de/katalog/datasheet/744772220.pdf"
"10095972","Blower_Driver_Components:MOSFET_PMOS_60V","Transistor:MOSFET_PMOS_60V","AllModules:DPAK-GDS_1","","TRANSISTOR MOSFET, 60V, 50A, P CHANNEL","MOSFET_PMOS_60V","T9","../../10096315 Blower Driver//ctrb0505-A.sch","VISHAY_RMS1","SUD50P06-15L-E3","http://www.vishay.com/docs/68940/sud50p06-15.pdf"
"10095973","Blower_Driver_Components:CapacitorArray_47pf","Capacitor:C0612_47pF_50V_10%","AllModules:C0612-4_1","","CAPACITOR ARRAY, 47PF, 50V, +/-10%,NPO,0612","CapacitorArray_47pf","C22,C23","../../10096315 Blower Driver//ctrb0505-A.sch","AVX_RMS1","W3A45A470KAT2A","https://www.mouser.fr/datasheet/2/40/AutoCapArray-777041.pdf"
"10095974","Blower_Driver_Components:Capacitor_1000uF","Capacitor:C_1kF_20%","AllModules:HT-13X27_1","","CAPACITOR,1000UF,+/-20%,35V","Capacitor_1000uF","C28,C29","../../10096315 Blower Driver//ctrb0505-A.sch","ILLINOIS_CAPACITOR_RMS1","108TTA035M","https://www.illinoiscapacitor.com/pdf/seriesDocuments/TTA%20series.pdf"
"10095975","Blower_Driver_Components:Resistor_10k","Resistor:R0603_10k_1%","AllModules:R0603_1","","RESISTOR,10K OHM.0.063W,+/-1%,0603","Resistor_10k","R2,R5,R37,R42","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-0710KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10095977","Blower_Driver_Components:Resistor_4k7","Resistor:R_4k7_1%","AllModules:R0603_1","","RESISTOR,4.7KOHM,0.063W,+/-1%","Resistor_4k7","R8","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-074K7L","http://www.susumu.co.jp/common/pdf/n_catalog_partition05_en.pdf"
"10095979","Blower_Driver_Components:Resistor_100R","Resistor:R0603_100R_1%","AllModules:R0603_1","","RESISTOR,100 OHM,0.063W,+/-1%, 0603","Resistor_100R","R11,R12,R13","../../10096315 Blower Driver//ctrb0505-A.sch","TYCO ELECTRONICS","CRG0603F100R","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10095980","Blower_Driver_Components:Resistor_10R","Resistor:R0603_10R_1%","AllModules:R0603_1","","RESISTOR, 10 OHM,0.063W, +/-1%, 0603","Resistor_10R","R20,R30,R31,R32,R33,R35","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-0710RL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10095981","Blower_Driver_Components:Resistor_1k","Resistor:R0603_1k_1%","AllModules:R0603_1","","RESISTOR, 1K OHM, 0.063W,+/-1%, 0603","Resistor_1k","R38,R39,R50","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-071KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10095983","Blower_Driver_Components:Resistor_22k","Resistor:R0603_22k_1%","AllModules:R0603_1","","RESISTOR, 22 K OHM,0.063W, +/-1%,0603","Resistor_22k","R41","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC0603FR-0722KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10095984","Blower_Driver_Components:Resistor_1k_0.5W","Resistor:R1206_1k_1%","AllModules:RC1206_1","","RESISTOR,1 KOHM,0.25W,+/-1%,1206","Resistor_1k_0.5W","R58,R59,R60","../../10096315 Blower Driver//ctrb0505-A.sch","YAGEO_RMS1","RC1206FR-071KL","https://www.seielect.com/catalog/sei-rncp.pdf"
"10022506","Blower_Driver_Components:Capacitor_100uF_CheckFootprint","Capacitor:C_100uF_20%","AllModules:03515_1","","CAPACITOR,100UF,+/-20%,50V","DNP","C2","../../10096315 Blower Driver//ctrb0505-A.sch","NICHICON_RMS1","URZ1H101MPD",""
"10095969","Blower_Driver_Components:Capacitor_470uF_CheckFootprint","Capacitor:C_470uF_20%_10095969","AllModules:03515_1","","CAPACITOR,470UF, +/-20%,25V","DNP","C27","../../10096315 Blower Driver//ctrb0505-A.sch","PANASONIC_RMS1","ECA1EHG471","http://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1215.pdf"
"10022559","Blower_Driver_Components:MOSFET_NMOS_55V","Transistor:MOSFET_NMOS_55V_10022559","AllModules:TO220ABGDS-INV_COUCHE_1","","TRANSISTOR MOSFET, 60V, 16.7A,  N CHANNEL","DNP","ZT2,ZT3,ZT4,ZT5,ZT6,ZT7","../../10096315 Blower Driver//ctrb0505-A.sch","INFINEON","IRFZ24NPBF",""
"Item Number","Old Library","New Library", "Footprint",            "Footprint.3dshapes","Description",            "Value","References","Sch File",            "Manufacturer","Manufacturer_No","Documentation"
"10000836","Device:R","Resistor:R0603_5k_1%","AllModules:RESC1608X50AN","","RESISTOR 66,5K OHM, 0,063W, +/-0,1%, 0603","66.5k","R28","../../10106052 PowerPack//switching_block.sch","WELWYN","PCF0603R-66K5BT1","https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Resistors/Datasheets/PCF.pdf"
"10000838","Device:R","Resistor:R2512_15R_1%","AllModules:RESC6533X80N","","RESISTOR 0,015 OHM, 2W, +/-1%, 2512","0.015","R24","../../10106052 PowerPack//switching_block.sch","WELWYN","LRF2512-R015FW","https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Resistors/Datasheets/LR.pdf"
"10001204","Device:R","Resistor:R0603_100k_1%","AllModules:RESC1608X50AN","","RES 100K OHM 1/10W 1% 0603 SMD","100k","R3,R11,R16,R27","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC0603FR-07100KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10002095","Device:Q_NMOS_GSD","Transistor:Q_NMOS_GSD_10002095","AllModules:SOT95P237X112-3N","","MOSFET N-CH 60V 115MA SOT23-3","2N7002TA","T1,T6,T7,T10,T15","../../10106052 PowerPack//switching_block.sch","ON SEMICONDUCTOR","2N7002LT1G","https://www.onsemi.com/pub/Collateral/2N7002L-D.PDF"
"10021053","Relay:FINDER-41.52","Relay:FINDER-41.52","AllModules:RLY-41-52-9-024-0010","","RELAY 24V 2POLES 8A RT2","41.52.9.024.0010","RL1","../../10106052 PowerPack//switching_block.sch","FINDER","41.52.9.024.0010","http://gfinder.findernet.com/assets/Series/357/S41EN.pdf"
"10021070","Device:R","Resistor:R0603_40k2_0.1%","AllModules:RESC1608X50AN","","RESISTOR 40.2KOHM  0.1% 0.063W 0603","40.2k","R29","../../10106052 PowerPack//switching_block.sch","WELWYN","PCF0603R-40K2BT1","https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Resistors/Datasheets/PCF.pdf"
"10021350","Connector:Conn_01x02_Male","Connector:Conn_01x02_Male_10021350","AllModules:CON254W80L508T254H600P","","CONNECTOR 2 CONTACTS, 3.5A, HT 6.5MM","811-S1-002-10-015101","J1,J2,J3,J5,J6,J7","../../10106052 PowerPack//switching_block.sch","ANTELEC","ACPD25410265","http://www.antelec.fr/page.php?lang=en&id=454&t=0"
"10021365","10106052_PowerPack:PESD5V0S4UD","Diode:PESD5V0S4UD","AllModules:SOT95P275X110-6N","","DIODE NETWORK ESD PROTECT 30 KV SOT457","PESD5V0S4UD","D10,D11,D12,D13","../../10106052 PowerPack//microcontroller_block.sch","NXP SEMICONDUCTORS_RMS1","PESD5V0S4UD,115","https://assets.nexperia.com/documents/data-sheet/PESDXS4UD_SER.pdf"
"10021369","Device:C","Capacitor:C0402_1uF_10V_10%","AllModules:CAPC1005X60N","","CAPACITOR CERAMIC 1UF 10V 10% X5R 0402","1u","C6","../../10106052 PowerPack//utils.sch","KEMET_RMS1","C0402C105K8PACTU","https://api.kemet.com/component-edge/download/datasheet/C0402C105K8PACTU.pdf"
"10021370","Device:C","Capacitor:C0603_10uF_20%","AllModules:CAPC1608X86N","","CAPACITOR CERAMIC 10UF 6.3V 20% X5R 0603","10u","C2,C22","../../10106052 PowerPack//utils.sch","KEMET_RMS1","C0603C106M9PACTM","https://api.kemet.com/component-edge/download/datasheet/C0603C106M9PACTU.pdf"
"10021386","Device:C","Capacitor:C0603_100nF_50V_10%","AllModules:CAPC1608X86N","","CAPACITOR CERAMIC 100NF 50V 10% X7R 0603","100n","C1,C4,C5,C7,C11,C14,C23,C24,C25,C30","../../10106052 PowerPack//switching_block.sch","KEMET_RMS1","C0603C104K5RACTU","https://api.kemet.com/component-edge/download/datasheet/C0603C104K5RACTU.pdf"
"10022508","Device:C","Capacitor:C0603_10nF_50V_10%","AllModules:CAPC1608X86N","","CAPACITOR CERAMIC,10NF,+/-10%,50V,0603","10n","C10,C12","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","CC0603KRX7R9BB103","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"10022515","10106052_PowerPack:PMEG4005AEA","Diode:PMEG4005AEA","AllModules:SOD2512X110N_SWP","","DIODE SCHOTTKY, 500MA,40V,SOD323","PMEG4005AEA","D3,D4,D6","../../10106052 PowerPack//switching_block.sch","NXP SEMICONDUCTORS_RMS1","PMEG4005AEA,115","https://assets.nexperia.com/documents/data-sheet/PMEG4005AEA.pdf"
"10022532","10106052_PowerPack:BNX002-11","FL:BNX002-11","AllModules:BNX00201","","FILTER CC, 1MHZ-1GHZ, 10A, 50V","BNX002-11","FL1","../../10106052 PowerPack//switching_block.sch","MURATA MANUFACTURING CO., LTD.","BNX002-01","https://media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/BNX00x_Series.pdf"
"10022548","Device:R","Resistor:R0603_10k_1%","AllModules:RESC1608X50AN","","RESISTOR,10K OHM.0.063W,+/-1%,0603","10k","R1,R6,R7,R9,R10,R17,R19,R21,R30,R49,R53,R56","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC0603FR-0710KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10022551","Device:R","Resistor:R_4k7_1%","AllModules:RESC1608X50AN","","RESISTOR,4.7KOHM,0.063W,+/-1%","4.7k","R41","../../10106052 PowerPack//microcontroller_block.sch","YAGEO_RMS1","RC0603FR-074K7L","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10022554","Device:R","Resistor:R0603_1k_1%","AllModules:RESC1608X50AN","","RESISTOR, 1K OHM, 0.063W,+/-1%, 0603","1k","R33,R34,R35,R36,R37,R38,R39,R40,R42,R43,R45,R46,R47","../../10106052 PowerPack//microcontroller_block.sch","BOURNS_RMS1","CR0603-FX-1001ELF","https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf"
"10022734","Device:R","Resistor:R0603_47k_1%","AllModules:RESC1608X50AN","","RESISTOR,47K OHM,0.063W,+/-1%,0603","47k","R55","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC0603FR-0747KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10022891","10106052_PowerPack:INA170","IC:INA170","AllModules:SOP65P490X110-8N","","IC,CURRENT SHUNT MONITOR,MSOP","INA170","U3","../../10106052 PowerPack//switching_block.sch","TEXAS INSTRUMENTS_RMS1","INA170EA","http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina170"
"10022896","10106052_PowerPack:LM4120AIM5-3.0","IC:LM4120AIM5-3.0","AllModules:SOT95P279X142-5N","","IC,VOLTAGE REFERENCE,5MA,3V +/-2%,SOT23","LM4120AIM5-3.0","U2","../../10106052 PowerPack//utils.sch","NATIONAL SEMICONDUCTOR_RMS1","LM4120AIM5-3.0/NOPB","http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm4120"
"10023238","Device:R","Resistor:R0603_15k_1%","AllModules:RESC1608X50AN","","RESISTOR, 15K OHM, 0603, +/-1%","15k","R2,R12,R18,R22,R54","../../10106052 PowerPack//switching_block.sch","PANASONIC_RMS1","ERJ3EKF1502V","http://www.vishay.com/docs/20043/crcwhpe3.pdf"
"10023419","Connector:Conn_01x01_Male","Connector:Conn_01x01_Male","AllModules:GKS-913-305-230-A-15-02-S","","CONNECTOR, 1 CONTACTS, TEST PROBE","GKS 913 305 230 A 15 02 S","J4,J8","../../10106052 PowerPack//switching_block.sch","INGUN","GKS 913 305 230 A 15 02 S","https://worbis.shop/gks-913-306-230-a-1502-s.html"
"10049136","Device:R","Resistor:R1206_4k7_5%","AllModules:RESC3216X60N","","RESISTOR 4.7K OHM 1/4W 5% 1206","4.7k","R44","../../10106052 PowerPack//microcontroller_block.sch","VISHAY_RMS1","CRCW12064K70JNEA","http://www.vishay.com/docs/20035/dcrcwe3.pdf"
"10060347","10106052_PowerPack:SMA6J28A","Diode:SMA6J28A","AllModules:DIOM5126X203N_SWP","","DIODE TRANSIL 33V, SMA","SMA6J28A","D1,D7,D9,D14","../../10106052 PowerPack//switching_block.sch","ST MICROELECTRONICS_RMS1","SMA6J28A-TR","http://www.st.com/content/ccc/resource/technical/document/datasheet/56/26/d7/6f/22/8c/4e/b3/CD00152688.pdf/files/CD00152688.pdf/_jcr_content/translations/en.CD00152688.pdf"
"10060350","Connector_Generic:Conn_01x05","Connector:Conn_01x05","AllModules:CON-S5B-ZR-SM4A-TF","","CONNECTOR, ZH, 5 CIRCUITS, 1.5 MM","S5B-ZR-SM4A-TF","J13","../../10106052 PowerPack//microcontroller_block.sch","J.S.T. CORPORATION","S5B-ZR-SM4A-TF","http://www.jst-mfg.com/product/pdf/eng/eZH.pdf"
"10060356","Device:Q_PMOS_GSD","Transistor:Q_PMOS_GSD","AllModules:SOT95P237X112-3N","","TRANSISTOR MOS P CHANNEL, 60V, 1.6A, SOT23","SI2309CDS-T1-GE3","T3","../../10106052 PowerPack//utils.sch","VISHAY_RMS1","SI2309CDS-T1-GE3","http://www.vishay.com/docs/68980/si2309cd.pdf"
"10095972","10106052_PowerPack:Q_PMOS_GDSD","Transistor:Q_PMOS_GDSD","AllModules:TO228P1003X238-3_4N","","TRANSISTOR MOSFET, 60V, 50A, P CHANNEL","SUD50P06-15","T2,T4,T8,T9,T14","../../10106052 PowerPack//switching_block.sch","VISHAY_RMS1","SUD50P06-15L-E3","http://www.vishay.com/docs/72250/sud50p06.pdf"
"10107885","Device:C","Capacitor:C1210_1uF_50V_10%","AllModules:CAPC3225X155N","","CAP CER 1UF 50V X5R 10% 1210","1u","C3","../../10106052 PowerPack//utils.sch","KEMET_RMS1","C1210C105K5PAC","https://api.kemet.com/component-edge/download/datasheet/C1210C105K5PACTU.pdf"
"10107886","Device:CP","Capacitor:C_100uF_50V_20%","AllModules:CAPPRD350W60D800H1250","","CAP EL 100UF 20% 50V LOW ESR","100u","C8,C9","../../10106052 PowerPack//switching_block.sch","KEMET_RMS1","ESW107M050AG3AA","https://api.kemet.com/component-edge/download/datasheet/ESW107M050AG3AA.pdf"
"10107888","Device:D_x2_KCom_AAK","Diode:D_x2_KCom_AAK","AllModules:SOT92P240X120-3N","","DIODE SCHOTTKY DUAL 70V 100MA SOT-23","BAS70-05","D5","../../10106052 PowerPack//utils.sch","VISHAY_RMS1","BAS70-05-E3-08","http://www.vishay.com/docs/85702/bas70.pdf"
"10107889","Device:Fuse","Fuse:Fuse","AllModules:FUS4755X155N","","PTC RESETTABLE 33V 1.1A 2016 SMD","Fuse","F1","../../10106052 PowerPack//switching_block.sch","LITTELFUSE, INC.","2016L100/33","https://www.littelfuse.com/~/media/electronics/datasheets/resettable_ptcs/littelfuse_ptc_2016l_datasheet.pdf.pdf"
"10107890","Connector:Conn_01x02_Male","Connector:Conn_01x02_Male_10107890","AllModules:CON2PHDR1000W777L396P","","HEADER 2 PIN FRICTION LOCK MOLEX KK 156 SERIES","26-61-4020","J9","../../10106052 PowerPack//switching_block.sch","MOLEX_RMS1","26-61-4020","https://www.molex.com/pdm_docs/sd/026614020_sd.pdf"
"10107891","Connector:Conn_01x02_Male","Connector:Conn_01x02_Male_10107891","AllModules:CON-S2B-ZR-SM4A-TF","","CONNECTOR, ZH, 2 CIRCUITS, 1.5 MM","S2B-ZR-SM4A-TF","J10","../../10106052 PowerPack//utils.sch","JST_RMS1","S2B-ZR-SM4A-TF(LF)(SN)","http://www.jst-mfg.com/product/pdf/eng/eZH.pdf"
"10107892","Connector:Conn_01x02_Male","Connector:Conn_01x02_Male_10107892","AllModules:CON-43650-0229","","HEADER TH MOLEX MICRO-FIT 2 CIRCUITS 3MM 5A 250V","43650-0229","J11","../../10106052 PowerPack//switching_block.sch","MOLEX_RMS1","43650-0229","https://www.molex.com/pdm_docs/sd/436500229_sd.pdf"
"10107894","10106052_PowerPack:Molex_52207-1933_1x19-1MP_P1.00mm_Horizontal","Connector:Molex_52207-1933_1x19-1MP_P1.00mm_Horizontal","AllModules:CON-52207-1960","","CONNECTOR ZIF, 19 CONTACTS, 1 MM","Molex_52207-1933_1x19-1MP_P1.00mm_Horizontal","J12","../../10106052 PowerPack//microcontroller_block.sch","MOLEX_RMS1","52207-1960","https://www.molex.com/webdocs/datasheets/pdf/en-us/0522071933_FFC_FPC_CONNECTORS.pdf"
"10107895","Device:R","Resistor:R1206_470R_5%","AllModules:RESC3216X60N","","RESISTOR 470 OHM 1/8W 5% 1206","470","R32","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC1206JR-07470RL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10107900","10106052_PowerPack:MCP9700A-E_TO","IC:MCP9700A-E_TO","AllModules:TO-92","","IC LINEAR ACTIVE THERMISTOR MCP9700 TO-92","MCP9700A-E_TO","U6","../../10106052 PowerPack//utils.sch","MICROCHIP","MCP9700A-E/TO","http://ww1.microchip.com/downloads/en/DeviceDoc/20001942G.pdf"
"10113299","Device:R","Resistor:R0603_18k_1%","AllModules:RESC1608X50AN","","RESISTOR 18 KOHM 0.063W +/-1% 0603","18k","R5,R15","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC0603FR-0718KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10113300","Device:R","Resistor:R0603_22k_1%","AllModules:RESC1608X50AN","","RESISTOR 22 KOHM 0.063W +/-1% 0603","22k","R8,R13,R20,R23,R31,R52","../../10106052 PowerPack//switching_block.sch","YAGEO_RMS1","RC0603JR-0722KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10113301","Device:R","Resistor:R0603_62k_1%","AllModules:RESC1608X50AN","","RESISTOR 62 KOHM 0.063W +/-1% 0603","62k","R48","../../10106052 PowerPack//microcontroller_block.sch","YAGEO_RMS1","RC0603FR-0762KL","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"10113304","10106052_PowerPack:NCV87722DT50RKG","IC:NCV87722DT50RKG","AllModules:TO170P1420X457-8NA","","IC REG LINEAR 5V/3.3V 350MA D2PAK-7","NCV87722DT50RKG","U1","../../10106052 PowerPack//utils.sch","ON SEMICONDUCTOR_RMS1","NCV87725D7S50R4G","http://www.onsemi.com/pub/Collateral/NCV8772-D.PDF"
"10126894","10106052_PowerPack:PIC18F43K22T-IPT","IC:PIC18F43K22T-IPT","AllModules:QFP80P1200X1200X120-44N","","MICROCONTROLLER PROGRAMMED - POWERPACK2","PIC18F43K22T-IPT","U4","../../10106052 PowerPack//microcontroller_block.sch","MICROCHIP","10126894","http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en547043"
"10126895","Device:R","Resistor:R1206_68R_5%","AllModules:RESC3216X60N","","RESISTOR 68 OHM 1/4W 5% 1206","68","R26","../../10106052 PowerPack//utils.sch","VISHAY_RMS1","CRCW120668R0FKEA","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf"
"312937","Device:R","Resistor:R1206_0R_5%","AllModules:RESC3216X60N","","RES,0OHM 1/8W 5% 1206","0","R25","../../10106052 PowerPack//switching_block.sch","PANASONIC                       (017670)","ERJ8GEY0R00V","http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0001+ERJ8GEY0R00V+7+WW"
"GR101899","Device:D_Schottky_x2_ACom_KKA","Diode:D_Schottky_x2_ACom_KKA","AllModules:SOT65P220X110-3N","","TVS AVAL DIODE ARRAY 2CH SC70-3","SP0502BAHTG","D2,D8","../../10106052 PowerPack//switching_block.sch","LITTLEFUSE","SP0502BAJTG","https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/sp05xxba.pdf"
"GR102887","Device:Q_NMOS_GSD","Transistor:Q_NMOS_GSD_GR102887","AllModules:SOT95P237X112-3N","","MOSFET N-CH 30V SOT-23","SI2300DS-T1-GE3","T5,T11","../../10106052 PowerPack//utils.sch","VISHAY_RMS1","SI2300DS-T1-GE3","http://www.vishay.com/docs/65701/si2300ds.pdf"
"Item Number","Old Library","New Library", "Footprint",            "Footprint.3dshapes","Description",            "Value","References","Sch File",            "Manufacturer","Manufacturer_No","Documentation"
"10022508","10096510_Battery_Connection:0603_10nF_CC0603KRX7R9BB103","Capacitor:0603_10nF_CC0603KRX7R9BB103","AllModules:C0603_1b","","CAPACITOR CERAMIC,10NF,+/-10%,50V,0603","10nF","C1,C2","../../10096510 Battery Connection//10096510 Battery Connection.sch","YAGEO_RMS1","CC0603KRX7R9BB103",""
"10022532","10096510_Battery_Connection:BNX002-11","Inductor:BNX002-11","AllModules:BNX002_1","","FILTER CC, 1MHZ-1GHZ, 10A, 50V","BNX002-11","FI1","../../10096510 Battery Connection//10096510 Battery Connection.sch","MURATA MANUFACTURING CO., LTD.","BNX002-01",""
"10022623","10096510_Battery_Connection:0402_47pF_C0402C470J5GAC","Capacitor:0402_47pF_C0402C470J5GAC","AllModules:C0402_1b","","CAPACITOR,47 PF,+/-5%,50V,0402","0402_47pF_C0402C470J5GAC","C3,C4","../../10096510 Battery Connection//10096510 Battery Connection.sch","KEMET_RMS1","C0402C470J5GAC",""
"10022907","10096510_Battery_Connection:74279266","Inductor:74279266","AllModules:C0603_1b","","SMD FERRITE 200MA","74279266","FI2,FI3","../../10096510 Battery Connection//10096510 Battery Connection.sch","WURTH ELEKTRONIK GMBH","74279266",""
